typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","580","MNP","N. Mariana Isds","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","839","false",,"false",,"544355","544355","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","586","PAK","Pakistan","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1","false",,"false",,"30","30","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","591","PAN","Panama","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","4568","false",,"false",,"2620968","2620968","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","600","PRY","Paraguay","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","439","false",,"false",,"18533","18533","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","604","PER","Peru","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","440","true",,"false",,"109816","109816","4","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","608","PHL","Philippines","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","8395","true",,"false",,"1682110","1682110","4","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","616","POL","Poland","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","12480","false",,"false",,"3422303","3422303","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","620","PRT","Portugal","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","17010","false",,"false",,"6525923","6525923","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","634","QAT","Qatar","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","11670","false",,"false",,"9015186","9015186","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","642","ROU","Romania","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1422","false",,"false",,"896258","896258","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","43666","false",,"false",,"23857881","23857881","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","652","BLM","Saint Barthélemy","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1098","false",,"false",,"1139981","1139981","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1","false",,"false",,"91","91","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","674","SMR","San Marino","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","42","false",,"false",,"16254","16254","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","18176","false",,"false",,"7398884","7398884","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","686","SEN","Senegal","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","2176","true",,"false",,"177286","177286","4","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","688","SRB","Serbia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","124","false",,"false",,"21865","21865","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","699","IND","India","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","3453","false",,"false",,"2663679","2663679","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","702","SGP","Singapore","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","137369","false",,"false",,"140473372","140473372","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","703","SVK","Slovakia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","4669","false",,"false",,"1355909","1355909","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","704","VNM","Viet Nam","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1999","false",,"false",,"1673311","1673311","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","705","SVN","Slovenia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","317","false",,"false",,"56143","56143","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","710","ZAF","South Africa","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","3624","false",,"false",,"1843986","1843986","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","724","ESP","Spain","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","144576","true",,"false",,"68708507","68708507","4","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","740","SUR","Suriname","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","11","false",,"false",,"22","22","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","752","SWE","Sweden","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","15773","false",,"false",,"5550820","5550820","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","757","CHE","Switzerland","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","198194","true",,"false",,"76990451","76990451","4","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","764","THA","Thailand","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","9021","false",,"false",,"5311558","5311558","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","768","TGO","Togo","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1564","false",,"false",,"64830","64830","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","87458","false",,"false",,"73767021","73767021","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","788","TUN","Tunisia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","3833","false",,"false",,"292994","292994","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","792","TUR","Türkiye","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","90033","false",,"false",,"19533047","19533047","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","795","TKM","Turkmenistan","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","130","false",,"false",,"20999","20999","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","804","UKR","Ukraine","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","3602","false",,"false",,"1793832","1793832","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","818","EGY","Egypt","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1537","false",,"false",,"173175","173175","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","826","GBR","United Kingdom","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","401913","false",,"false",,"213015628","213015628","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","842","USA","USA","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","382754","false",,"false",,"339675897","339675897","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","854","BFA","Burkina Faso","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","90","false",,"false",,"18222","18222","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","858","URY","Uruguay","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","872","false",,"false",,"251285","251285","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","860","UZB","Uzbekistan","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","71","false",,"false",,"68695","68695","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","862","VEN","Venezuela","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","41","false",,"false",,"7119","7119","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","876","WLF","Wallis and Futuna Isds","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1","false",,"false",,"150","150","0","true","false",
"C","A","20150101","2015","52","2015","251","FRA","France","X","Export","899","_X ","Areas, nes","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","435","true",,"false",,"1006024","1006024","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","0","W00","World","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","4187849","true",,"false",,"2363827964","2363827964","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","8","ALB","Albania","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","23","false",,"false",,"4843","4843","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","12","DZA","Algeria","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","2713","false",,"false",,"186422","186422","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","20","AND","Andorra","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","3346","false",,"false",,"354578","354578","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","24","AGO","Angola","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","36","false",,"false",,"27012","27012","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","31","AZE","Azerbaijan","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","588","false",,"false",,"446120","446120","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","32","ARG","Argentina","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","205","true",,"false",,"1351585","1351585","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","36","AUS","Australia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","49014","false",,"false",,"14628197","14628197","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","38914","false",,"false",,"26424738","26424738","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","48","BHR","Bahrain","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","2093","false",,"false",,"2730909","2730909","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","51","ARM","Armenia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","249","false",,"false",,"49564","49564","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","52","BRB","Barbados","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","761","false",,"false",,"530557","530557","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","56","BEL","Belgium","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","296121","false",,"false",,"41033031","41033031","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","60","BMU","Bermuda","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","39","false",,"false",,"10567","10567","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","5","false",,"false",,"5422","5422","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","76","BRA","Brazil","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","14149","false",,"false",,"4751440","4751440","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","96","BRN","Brunei Darussalam","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","347","false",,"false",,"212928","212928","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","100","BGR","Bulgaria","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","19352","false",,"false",,"346162","346162","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","108","BDI","Burundi","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","42","false",,"false",,"4331","4331","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","112","BLR","Belarus","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","13","false",,"false",,"926","926","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","116","KHM","Cambodia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","2611","false",,"false",,"237745","237745","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","120","CMR","Cameroon","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","211","false",,"false",,"6845","6845","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","124","CAN","Canada","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","47877","false",,"false",,"29237363","29237363","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","152","CHL","Chile","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1412","true",,"false",,"4832434","4832434","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","156","CHN","China","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","122746","false",,"false",,"110832551","110832551","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","170","COL","Colombia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1890","false",,"false",,"800451","800451","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","178","COG","Congo","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","357","false",,"false",,"44230","44230","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","191","HRV","Croatia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","1883","false",,"false",,"435994","435994","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","196","CYP","Cyprus","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","2132","true",,"false",,"987295","987295","4","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","203","CZE","Czechia","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","17918","false",,"false",,"8443555","8443555","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","204","BEN","Benin","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","383","false",,"false",,"32365","32365","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","208","DNK","Denmark","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","12049","false",,"false",,"5283697","5283697","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","420221","Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","943","false",,"false",,"891325","891325","0","true","false",
